읍면동,민박명,소재지,데이터기준일
구좌읍,세화14길,제주시 구좌읍 세화14길 6-4,20211123
구좌읍,돌담너머집,제주시 구좌읍 하도3길 13,20211123
구좌읍,제주도 간장남들 게스트하우스 파티,제주시 구좌읍 행원로 151,20211123
구좌읍,아름드리,제주시 구좌읍 월정중길 50,20211123
구좌읍,월정씨하루,제주시 구좌읍 월정중길 19-7,20211123
구좌읍,월정힐,제주시 구좌읍 월정중길 19-9,20211123
구좌읍,동동스테이,제주시 구좌읍 하도7길 71,20211123
구좌읍,월정소굴,제주시 구좌읍 행원로 35-5,20211123
구좌읍,한동리브로콜리,제주시 구좌읍 한동로 26,20211123
구좌읍,수필하우스,제주시 구좌읍 종달논길 50-1,20211123
구좌읍,제주철없는펜션,제주시 구좌읍 세송로 631,20211123
구좌읍,다랑쉬오름게스트하우스,제주시 구좌읍 세송로 615,20211123
구좌읍,김녕비치민박,제주시 구좌읍 김녕로21길 5-7,20211123
구좌읍,너와제주,제주시 구좌읍 문주란로 42-3,20211123
구좌읍,킴스코티지,제주시 구좌읍 월정1길 54-10,20211123
구좌읍,꿈꾸는 물고기,제주시 구좌읍 종달논길 82,20211123
구좌읍,밭담너머집,제주시 구좌읍 하도동길 6-9,20211123
구좌읍,숙키네민박,제주시 구좌읍 행원용사촌길 16-2,20211123
구좌읍,행원리아침,제주시 구좌읍 행원로4길 21-4,20211123
구좌읍,종달리필하우스,제주시 구좌읍 종달동길 81-1,20211123
구좌읍,도리몽실,제주시 구좌읍 행원로 110,20211123
구좌읍,베리베리,제주시 구좌읍 한동로1길 25-1,20211123
구좌읍,민하우스,제주시 구좌읍 비자림로 2505-1,20211123
구좌읍,귀하도다,제주시 구좌읍 하도15길 153-30,20211123
구좌읍,제주 밭담숲 치유농장,제주시 구좌읍 김녕남8길 55-64,20211123
구좌읍,제주의밤,제주시 구좌읍 상도로 9-2 가동,20211123
구좌읍,미소네집,제주시 구좌읍 송당3길 18,20211123
구좌읍,하도리야,제주시 구좌읍 문주란로 4길 3-8,20211123
구좌읍,아라파니,제주시 구좌읍 월정리5길 18-16 주1동,20211123
구좌읍,송디앙,제주시 구좌읍 송당서3길 24,20211123
구좌읍,일상호사,제주시 구좌읍 월정1길 54-15,20211123
구좌읍,제주김녕한달,"제주시 구좌읍 김녕로 1길 41, 1동",20211123
구좌읍,월정해변,제주시 구좌읍 행원로 40-3,20211123
구좌읍,파란상자,제주시 구좌읍 한동북1길34-2,20211123
구좌읍,벵디에서느영나영,제주시 구좌읍 해맞이해안로 1202,20211123
구좌읍,온온종달,제주시 구좌읍 종달로 3길 22-21,20211123
구좌읍,평대스테이,제주시 구좌읍 평대7길 28-2,20211123
구좌읍,molang-e,제주시 구좌읍 월정3길 42,20211123
구좌읍,월정담,제주시 구좌읍 월정1길 70-9,20211123
구좌읍,시아도아네,"제주시 구좌읍 한동로 5길 108, B동",20211123
구좌읍,가연민박,제주시 구좌읍 일주동로 3010-42,20211123
구좌읍,천년비자,제주시 구좌읍 비자림로 2330,20211123
구좌읍,세화파티게스트하우스 두근두근 청년집합소,제주시 구좌읍 세종로 285,20211123
구좌읍,바다향기,제주시 구좌읍 행원로1길 32,20211123
구좌읍,차부,제주시 구좌읍 하도 3길 3,20211123
구좌읍,반의시간,제주시 구좌읍 김녕로 13길 12,20211123
구좌읍,무주애,제주시 구좌읍 월정 7길 28-24,20211123
구좌읍,월정리 월정뷰게스트하우스,제주시 구좌읍 월정 1길 70-06,20211123
구좌읍,한주동안,제주시 구좌읍 한동북 1길 15-2,20211123
구좌읍,마니팬션,제주시 구좌읍 중산간동로 2395-95,20211123
구좌읍,낭만목,제주시 구좌읍 계룡길 73,20211123
구좌읍,테바하우스,제주시 구좌읍 동복로 66-3,20211123
구좌읍,거북이창고,제주시 구좌읍 행원로4길 10-1,20211123
구좌읍,오름스테이,제주시 구좌읍 월정7길 28-13,20211123
구좌읍,어멍민박,제주시 구좌읍 행원로 5길 28,20211123
구좌읍,새야새야,제주시 구좌읍 하도15길 107,20211123
구좌읍,월정리 쉼표,제주시 구좌읍 월정3길 57,20211123
구좌읍,동복리 671 B동,제주시 구좌읍 구좌해안로 52-13,20211123
구좌읍,수선화민박,제주시 구좌읍 계룡길 25-11,20211123
구좌읍,행원주택,제주시 구좌읍 덕행로 175-52,20211123
구좌읍,하도스테이,제주시 구좌읍 하도7길 115-4,20211123
구좌읍,오늘하루,제주시 구좌읍 종달로 64,20211123
구좌읍,이랑,제주시 구좌읍 한동로 1길 21,20211123
구좌읍,스마일,"제주시 구좌읍 덕평로 525, 3호",20211123
구좌읍,봄날,제주시 구좌읍 다랑쉬북로 68-13,20211123
구좌읍,무노스테이,제주시 구좌읍 김녕로 18길 39-25,20211123
구좌읍,하도그린펜션,제주시 구좌읍 하종로 35-24,20211123
구좌읍,에코힐링,제주시 구좌읍 선유로 45-9,20211123
구좌읍,안뜨레민박,제주시 구좌읍 중산간동로 2190,20211123
구좌읍,평대리 943 Tu Casa,제주시 구좌읍 평대10길 48,20211123
구좌읍,벵디1967,"제주시 구좌읍 평대2길 39-11, 제1동",20211123
구좌읍,내버러도하우스,제주시 구좌읍 일주동로 2410,20211123
구좌읍,하영하영,제주시 구좌읍 월정중길 30,20211123
구좌읍,바람에스치운다,문주란로 121-1,20211123
구좌읍,문스톤,월정5길 28-2,20211123
구좌읍,무공간,월정7길 28-7,20211123
구좌읍,뒹글하우스,월정7길 28-6,20211123
구좌읍,영호네집,다랑쉬북로 68-13,20211123
구좌읍,마니스,해맞이해안로 1112,20211123
구좌읍,삼일삼오,해맞이해안로 1542-4,20211123
구좌읍,위드세화민박,해맞이해안로 1486,20211123
구좌읍,마이바당,행원로1길 28,20211123
구좌읍,루프탑 게스트하우스,구좌읍 월정3길 41,20211123
구좌읍,반한달,김녕로 307-3,20211123
구좌읍,해오름,다랑쉬북로 68-13,20211123
구좌읍,대수길31,대수길 31,20211123
구좌읍,다복다복,세화7길 3,20211123
구좌읍,La vie,월정중길 13,20211123
구좌읍,제이드,"덕평로 525, 지동",20211123
구좌읍,탱자싸롱민박,세화리 11길 12,20211123
구좌읍,고래고래 게스트하우스,구좌읍 김녕항3길 32-4,20211123
구좌읍,치앙마이 스파,"해맞이해안로 2486-23, 3동",20211123
구좌읍,효덕이네,"다랑쉬북로 68-13, 23동",20211123
구좌읍,돌체민박,상도북2길 5-2,20211123
구좌읍,자리애,동복로 2길 9,20211123
구좌읍,한동 한옥집 민박,한동로 6길 139,20211123
구좌읍,하도리야 2,"세화남길 8-7, 본동",20211123
구좌읍,하도 어라운드,면수2길 47,20211123
구좌읍,어느날 문득,"계룡길 25-10, 1동",20211123
구좌읍,송당미학,"송당서길 47-1, 1동",20211123
구좌읍,김녕여인숙,"김녕항1길 2, 1동",20211123
구좌읍,환영키친 앤 게스트하우스,송당2길 2,20211123
구좌읍,별방21,문주란로 1길 74-22,20211123
구좌읍,라비다,김녕로 78,20211123
구좌읍,에스뜨레야,월정7길 48,20211123
구좌읍,진아네,중산간동로 2395-91,20211123
구좌읍,호자 하우스,"세화8길 7, 제2동",20211123
구좌읍,아늑한집,하도13길 56,20211123
구좌읍,제주의 추억,상도로 9-1,20211123
구좌읍,덕천리 삼거리민박,월덕로 547,20211123
구좌읍,일면식,해맞이해안로 514,20211123
구좌읍,스르르르,평대5길 48-15,20211123
구좌읍,꽃비민박,세화8길 11-10,20211123
구좌읍,느리게,"종달항길 33, 4동",20211123
구좌읍,윈드스톤 11호,"동김길 162-20, 11호",20211123
구좌읍,캠프해리,"세송로 623-1, 2층",20211123
구좌읍,놀멍쉬멍,구좌읍 번영로 2281-1,20211123
구좌읍,사랑이하우스,비자림로 2503,20211123
구좌읍,해난디아장,해맞이해안로 564,20211123
구좌읍,송당402,"송당서길 40-2, 102호",20211123
구좌읍,안녕프로젝트 게스트하우스,구좌읍 동복로2길12,20211123
구좌읍,금자네,비자림로 2503-1,20211123
구좌읍,오션스타,덕행로 450-8,20211123
구좌읍,하늘내,김녕로 17길 30,20211123
구좌읍,소명,"다랑쉬북로 61, 105동",20211123
구좌읍,'언쉬미'-언덕위에쉼터이야기,한동로 1길 37-4,20211123
구좌읍,Made in 월정리,일주동로 2393-66,20211123
구좌읍,비자림 베리멍,다랑쉬북로 58,20211123
구좌읍,바람이분다,구좌읍 월정3길 6,20211123
구좌읍,하도행복펜션,일주동로 3526,20211123
구좌읍,"미스, 미스터","덕행로 194, a동",20211123
구좌읍,김녕게스트하우스 여우구슬,구좌읍 김녕로11길 5-2,20211123
구좌읍,오소록헌디,"한동로 39, 1동",20211123
구좌읍,유리네돌집,면수길 49,20211123
구좌읍,풀스테이 바르,구좌읍 해맞이해안로 1248,20211123
구좌읍,제주의 시간은 느리다,상도로 30-4,20211123
구좌읍,MARE 1440,해맞이해안로 1440,20211123
구좌읍,살랑,계룡길 42-17,20211123
구좌읍,프렌치 비자림,"다랑쉬북로 61, 102동",20211123
구좌읍,로뎀나무아래,구좌읍 덕평로 396-52,20211123
구좌읍,제주곶자왈별장,덕행로 450-27,20211123
구좌읍,빈티지 1951,덕행로 175-48,20211123
구좌읍,세영민박,행원로 4길 9,20211123
구좌읍,빈티지 1952,"덕행로 175-42, 2동",20211123
구좌읍,하도락,해맞이해안로 1726,20211123
구좌읍,일월의 미,하도7길 25-9,20211123
구좌읍,하늘바다,"해맞이해안로 1800, 2층",20211123
구좌읍,임진고택,상도리 16-13,20211123
구좌읍,햇살민박,"한동로 22-12, 1007동",20211123
구좌읍,윈드스톤 20호,동김길 162-26,20211123
구좌읍,공감하우스,"구좌읍 동김길 13-35, 나동",20211123
구좌읍,트윈하우스민박,"해맞이해안로 2486-23, 10동",20211123
구좌읍,당근(carrot),평대7길 40-10,20211123
구좌읍,빌라드 104,"김녕남 2길 80-1, 104동",20211123
구좌읍,스테이 산타루치아,구좌읍 해맞이해안로 586,20211123
구좌읍,안나앤폴,"구좌읍 구좌로 148, 제1호",20211123
구좌읍,프렌치 글로리,"다랑쉬북로 61, 106호",20211123
구좌읍,굿나잇플리즈,계룡길 45-2,20211123
구좌읍,올레하우스,구좌읍 덕행로 450-23,20211123
구좌읍,돌담너머바다,"하도7길 115-8, 106동",20211123
구좌읍,제주도월정리썬시티게스트하우스,월정5길 33,20211123
구좌읍,정가네,선유로 45-7,20211123
구좌읍,월정리 독채펜션 월정인,행원로1길26-4,20211123
구좌읍,비자곶,"다랑쉬북로 68-37, 나동",20211123
구좌읍,제주 이튿날,종달로 7길 21-17,20211123
구좌읍,윈드스톤 8호,"동김길 162-20, 8동",20211123
구좌읍,하도리1091,하도13길 6,20211123
구좌읍,여름이네,"평대7길 37, 1동",20211123
구좌읍,빨간지붕,한동북1길 8-21,20211123
구좌읍,토끼굴,"한동북1길 9-14, b동",20211123
구좌읍,너의하루,월정5길 28-4,20211123
구좌읍,하도베또롱,"문주란로 22, 1동",20211123
구좌읍,달토끼여행,"세평항로 45-11, 가동",20211123
구좌읍,미드나잇코티지,해맞이해안로 1453,20211123
구좌읍,고찌하우스,세화7길 41-1,20211123
구좌읍,동녘에머문청춘,"동김길 162-20, 6동",20211123
구좌읍,유우스테이,김녕로 17길 30,20211123
구좌읍,더스테어,평대7길 16-1,20211123
구좌읍,스코리아,김녕로1길 78,20211123
구좌읍,노고록,종달로5길 36,20211123
구좌읍,야광객,"월정1길 27, 가동",20211123
구좌읍,비자림 힐링 펜션,다랑쉬북로 68-35,20211123
구좌읍,아버지의 바다,해맞이해안로 1554,20211123
구좌읍,종달리 수국길,해맞이해안로 2028,20211123
구좌읍,바다다펜션,문주란로 132,20211123
구좌읍,라 리저브,"하도13길 27, 1동",20211123
구좌읍,아람민박,"김녕로 17길 28-1 (1층, 3층)",20211123
구좌읍,오롯한집,동백로 476-81,20211123
구좌읍,월정여관,월정1길 66-3,20211123
구좌읍,또자하숙,"김녕항3길 12-39, 주1동",20211123
구좌읍,달콤스테이,동복남2길 26-4,20211123
구좌읍,종달해변,종달동길 75-7,20211123
구좌읍,W699,월정중길 19-11,20211123
구좌읍,삼우요트빌리지,"구좌해안로 52-29, 3층",20211123
구좌읍,마실2,용눈이오름로 26,20211123
구좌읍,김녕댁,"김녕로1길 93-1 주1동, 주3동",20211123
구좌읍,제주시월,덕천길 10-1,20211123
구좌읍,마실,용눈이오름로26 2층,20211123
구좌읍,낭만제주,용눈이오름로28 2동,20211123
구좌읍,더아이2,평대서길 40,20211123
구좌읍,밸란디,면수길 57-1,20211123
구좌읍,하도7번길,"하도7길 115-16, 102동",20211123
구좌읍,지미오름,해맞이해안로 2486-23,20211123
구좌읍,당당하우스,송당6길 75,20211123
구좌읍,코코코게스트하우스,상하도길 44-1,20211123
구좌읍,조이블루하우스,비자림로동1길 60-31,20211123
구좌읍,조이핑크하우스,비자림로동1길 60-25,20211123
구좌읍,루프탑,월정3길 41,20211123
구좌읍,하도여관,하도15길 107-17,20211123
구좌읍,콘크리트 맨션,"월정1길 27, 가동",20211123
구좌읍,메이드인 월정리,일주동로 2393-64,20211123
구좌읍,비자림스테이103,다랑쉬북로 61,20211123
구좌읍,스물셋,평대서길 26,20211123
구좌읍,동위민박,덕평로14 B동,20211123
구좌읍,시소하우스,월정3길 45,20211123
구좌읍,하도리 돌담집 민박,문주란로 22-1,20211123
구좌읍,제주 알모,한동로5길 22,20211123
구좌읍,H-Vill,"덕행로 175-32, 1동",20211123
구좌읍,덕문지가,용눈이오름로 53-2,20211123
구좌읍,소근소근,행원로4길 10-1,20211123
구좌읍,A:IN,김녕로11길 9-1,20211123
구좌읍,다온민박,김녕로18길 41-3,20211123
구좌읍,제주 하르방,해맞이해안로 2486-23,20211123
구좌읍,차와 무드,대수길 31,20211123
구좌읍,써니펜션Ⅱ,해맞이해안로2232,20211123
구좌읍,호텔홀라인 평대,평대2길 34-1,20211123
구좌읍,제주감성숙소 제주아침,행원로5길 25,20211123
구좌읍,청굴민박,김녕로1길 67,20211123
구좌읍,렌소이스 게스트하우스,"상도북4길 3, 2동",20211123
구좌읍,비자림스테이 203동,"다랑쉬북로 61, 203동",20211123
구좌읍,아모르데이A,"해맞이해안로 1614-5, 나동",20211123
구좌읍,아모르데이,해맞이해안로 1614-3,20211123
구좌읍,슬로우,"종달항길 33, 2동",20211123
구좌읍,송당아진,송당5길 46-78,20211123
구좌읍,더슬로우,"종달항길33, 제3동",20211123
구좌읍,소목식탁,종달동길 29-23,20211123
구좌읍,스테이뵤뵤,종달로1길 38-16,20211123
구좌읍,꿈꾸는 게스트하우스,종달논길 82,20211123
구좌읍,복숭이하우스 마리스텔라,월정중길 28,20211123
구좌읍,평대리1996,평대5길 43,20211123
구좌읍,돌하루방,월정1길 79-7,20211123
구좌읍,김녕 희수,김녕로2길 32,20211123
구좌읍,밭담사이,종달로1길 115-1,20211123
구좌읍,제즐리,"송당서3길 24-1, A동",20211123
구좌읍,ONEDAY濟洲,행원로1길 27,20211123
구좌읍,제주이글루,동복남2길 19-6,20211123
구좌읍,동복이글루,동복남2길 19-8,20211123
구좌읍,김녕하세요,김녕로8길 4,20211123
구좌읍,비자림라파,다랑쉬북로 68-9,20211123
구좌읍,올더버드,하도3길 19-4,20211123
구좌읍,하레의 뜨락,하도13길 56,20211123
구좌읍,구름밭하우스,"문주란로 142, 비동",20211123
구좌읍,송당의하루,송당2길 11-5,20211123
구좌읍,김녕1380,김녕로1길 43,20211123
구좌읍,오월정,월정1길 66-5,20211123
구좌읍,바닷가나무집,평대5길 46-2,20211123
구좌읍,쉬담,하도7길 115-10,20211123
구좌읍,모먼츠인하도,해맞이해안로 1802,20211123
구좌읍,헤스티아인제주,"해맞이해안로 286-23, 5동",20211123
구좌읍,후니하우스,하종로 35-19,20211123
구좌읍,앨리스,면수2길 7,20211123
구좌읍,달고나민박,대수길 10-14,20211123
구좌읍,제주첫날두근,"한동로5길 16, 제2동",20211123
구좌읍,제주첫날설램,"한동로길 16, 제1동",20211123
구좌읍,일송정민박,월정1길 54-2,20211123
구좌읍,Y&I,해맞이해안로 1558,20211123
구좌읍,STORY,해맞이해아로 1560,20211123
구좌읍,다옴,평대13길 7,20211123
구좌읍,테바하우스,동복로 66-3,20211123
구좌읍,송당둘레,송당동2길 43-2,20211123
구좌읍,바닷빛펜션,해맞이해아로 518-38,20211123
구좌읍,일취월정,월정7길 28-9,20211123
구좌읍,월정숲,월정5길 51,20211123
구좌읍,송당별장,송당서3길13,20211123
구좌읍,시옷미음집,한동로4길 18,20211123
구좌읍,지우민박,세화8길 11-11,20211123
구좌읍,더 엘리시아 다알리아,"월정중길 62-1, 비동",20211123
구좌읍,송당오름,"송당동2길 47, 별채나동",20211123
구좌읍,조금 불편해도 괜찮아,김녕로1길 35-24,20211123
구좌읍,하도펜션,일주동로 3526-30,20211123
구좌읍,동복에 머물다,동복로 75-8,20211123
구좌읍,메리엘 빌리지31,"행원로2길 55-3, A동",20211123
구좌읍,비자림스테이104,"다랑쉬북로 61, 104동",20211123
구좌읍,하도리옵서,문주란로 22-3,20211123
구좌읍,하도 생각나,하도서길 22-6,20211123
구좌읍,벨롱하우스,상도로1길 33-35,20211123
구좌읍,거기벵듸,일주동로 2970,20211123
구좌읍,하도리동동동,하도7길 16-5,20211123
구좌읍,하도내음,해맞이해안로 1802-1,20211123
구좌읍,별방으로의산책,하도서길 17,20211123
구좌읍,여기 머물다,하도15길 93-1,20211123
구좌읍,더반스위트,덕평로 9-8,20211123
구좌읍,하도리 오길 잘했어,문주란로 22-10,20211123
구좌읍,하도 조은,하도15길 107-6,20211123
구좌읍,연지,김녕로11길 2,20211123
구좌읍,휴가,"김월남길 111, 1동",20211123
구좌읍,달에물들다 힐링스테이,김녕로 118-10,20211123
구좌읍,말랑하우스,일주동로 3526-34,20211123
구좌읍,라임블루,해맞이해안로 476,20211123
구좌읍,봄봄 나봄,송당2길 32-6 B동,20211123
구좌읍,stay 공위,김녕항3길 22,20211123
구좌읍,토리코티지X일광전구,"동복남4길 25-20, A동",20211123
구좌읍,7st57,월정7길 57,20211123
구좌읍,하도바다,"면수길 38, 제4동",20211123
구좌읍,제주 돌고래,"해맞이해안로 1566, B동",20211123
구좌읍,stay우디아리,상하도길 34,20211123
구좌읍,마요피 갤러리,하도동길 27-38,20211123
구좌읍,조아모루민박,평대2길 17,20211123
구좌읍,당나귀와 댕댕이,일주동로 2664,20211123
구좌읍,샤인하우스,"종달동길 75-2, 2동",20211123
구좌읍,모노스테이,계룡길 36-1,20211123
구좌읍,드라마하우스,"김녕남2길 80-1,106동",20211123
구좌읍,송당오크팜,송당서3길 15-17,20211123
구좌읍,호재,김녕항3길 26-24,20211123
구좌읍,봄이네,행원로8길 15,20211123
구좌읍,소요소림,덕평로 366-14,20211123
구좌읍,또자펜션,김녕로11길 9-1,20211123
구좌읍,제주동더레,송당서2길 5-13,20211123
구좌읍,로시1978,종달로3길 2-26,20211123
구좌읍,김녕가옥,김녕로11길 15,20211123
구좌읍,온게스트하우스,"세화11길 18, B동",20211123
구좌읍,초록빛이야기,평대9길 9 (주2),20211123
구좌읍,옥이네집,평대5길 40-3,20211123
구좌읍,월정그곳,월정3길 35-15,20211123
구좌읍,문릿,월정1길 13,20211123
구좌읍,무드인디고,하도서문길 39,20211123
구좌읍,파도소리민박펜션,해맞이해안로 1950,20211123
구좌읍,윤스타민박,문주란로1길 74-20,20211123
구좌읍,오렌지,동김길 81,20211123
구좌읍,하도리별장,"해맞이해안로 1928-2, A1동",20211123
구좌읍,비자마을,"다랑쉬북로 68-39, 3동",20211123
구좌읍,보라보라,"한동로39, 나동",20211123
구좌읍,월정소담,"월정1길 90-6, 101,102호",20211123
구좌읍,제주도 푸른바다Ⅱ민박,종달동길 81-2,20211123
구좌읍,종달시싸이드,종달동길 81-3,20211123
구좌읍,종달오션뷰,종달동길 75-3,20211123
구좌읍,한동지몽,한동로1길 25,20211123
구좌읍,안뜨레팡,행원로7길 27,20211123
구좌읍,하루홈,"김녕로17길 30, 고고익선2",20211123
구좌읍,종달별장,종달로3길 30-12,20211123
구좌읍,위험한studio,한동북1길 19,20211123
구좌읍,별이된돌맹이,행원로4길 21-8,20211123
구좌읍,트립인,"행원로1길 12-1, 2층",20211123
구좌읍,윤스테이,월정5길 42,20211123
구좌읍,메르시하도,구좌읍 하도7길 45,20211123
구좌읍,구김스테이,구좌읍 김녕로19길 51,20211123
구좌읍,빌롱스테이,"구좌읍 일주동로 2251,2층",20211123
구좌읍,제주드루앙(김녕점),구좌읍 김녕로1길 78,20211123
구좌읍,멜팅캣,구좌읍 평대9길 39,20211123
구좌읍,담다(DAMDA),구좌읍 평대7길 20-1,20211123
구좌읍,올레민박,구좌읍해맞이해안로 816,20211123
조천읍,로즈비치,제주특별자치도 제주시 조천읍 조함해안로 162,20211123
조천읍,제주도유,제주특별자치도 제주시 조천읍 신촌10길 40,20211123
조천읍,함덕삼다민박,제주특별자치도 제주시 조천읍 조함해안로 488,20211123
조천읍,산과 바다사이,제주특별자치도 제주시 조천읍 대흘6길 64,20211123
조천읍,제주필하우스,제주특별자치도 제주시 조천읍 일주동로 1415,20211123
조천읍,우리민박,제주특별자치도 제주시 조천읍 함덕14길 1,20211123
조천읍,안전 민박,제주특별자치도 제주시 조천읍 신북로 540-1,20211123
조천읍,팜힐스,제주특별자치도 제주시 조천읍 대흘6길 69-7,20211123
조천읍,꿈꾸는 섬,제주특별자치도 제주시 조천읍 조천3길 27-1,20211123
조천읍,씨에코,제주특별자치도 제주시 조천읍 신흥관전길 89-7,20211123
조천읍,"이가기획, 제주흙집",제주특별자치도 제주시 조천읍 함대로 232,20211123
조천읍,아프리카게스트하우스,제주특별자치도 제주시 조천읍 신흥로2길 33,20211123
조천읍,한양민박,제주특별자치도 제주시 조천읍 와선로 247,20211123
조천읍,에셀나무 게스트하우스,제주특별자치도 제주시 조천읍 신흥남4길 13-15,20211123
조천읍,올레민박,제주특별자치도 제주시 조천읍 조천1길 8,20211123
조천읍,선인민박,"제주특별자치도 제주시 조천읍 선교로 201-8, 2층",20211123
조천읍,이을락,제주특별자치도 제주시 조천읍 북촌4길 54-5,20211123
조천읍,한옥민박,"제주특별자치도 제주시 조천읍 일주동로 1488, 2층",20211123
조천읍,바다야,"제주특별자치도 제주시 조천읍 조함해안로 478, 2층, 3층",20211123
조천읍,선현재,제주특별자치도 제주시 조천읍 신촌북3길 18,20211123
조천읍,행복민박,제주특별자치도 제주시 조천읍 함덕8길 22,20211123
조천읍,목영재,제주특별자치도 제주시 조천읍 선화길 24 2층,20211123
조천읍,프롬제이,"제주특별자치도 제주시 조천읍 신흥로 42, 42-1",20211123
조천읍,교래뜰,제주특별자치도 제주시 조천읍 교래4길 36 제2동,20211123
조천읍,제주바당 비롯,제주특별자치도 제주시 조천읍 신촌5길 52-1,20211123
조천읍,사려니힐링민박,제주특별자치도 제주시 조천읍 남조로 1785-12,20211123
조천읍,섬집오후,제주특별자치도 제주시 조천읍 조천7길 19-11 제2동,20211123
조천읍,모송정,제주특별자치도 제주시 조천읍 남조로 2109-8,20211123
조천읍,제주와요,제주특별자치도 제주시 조천읍 조천남4길 4,20211123
조천읍,함덕하늘정원게스트하우스,제주특별자치도 제주시 조천읍 함덕20길 33-1,20211123
조천읍,미아,제주특별자치도 제주시 조천읍 신촌북3길 14-15,20211123
조천읍,돌과 팽나무집,제주특별자치도 제주시 조천읍 함선로 39,20211123
조천읍,바다정원,제주특별자치도 제주시 조천읍 조천북1길 60,20211123
조천읍,웰컴,제주특별자치도 제주시 조천읍 북촌9길 7,20211123
조천읍,삼다애 민박,제주특별자치도 제주시 조천읍 비자림로 646-16,20211123
조천읍,숨비소리,제주특별자치도 제주시 조천읍 대흘6길 71-7,20211123
조천읍,곶자왈거문오름,제주특별자치도 제주시 조천읍 선교로 371-10,20211123
조천읍,대명한옥민박,제주특별자치도 제주시 조천읍 대흘5길 11-11,20211123
조천읍,시바민박,제주특별자치도 제주시 조천읍 신흥로1길 62-10,20211123
조천읍,마빈,제주특별자치도 제주시 조천읍 일주동로 1532,20211123
조천읍,제주안뜰,제주특별자치도 제주시 조천읍 조함해안로 38-14,20211123
조천읍,골체오름,제주특별자치도 제주시 조천읍 번영로 1648-41,20211123
조천읍,비안,제주특별자치도 제주시 조천읍 중산간동로 1197-16,20211123
조천읍,팜비치,제주특별자치도 제주시 조천읍 조함해안로 329-1(A동),20211123
조천읍,허니문,제주특별자치도 제주시 조천읍 조함해안로 329-1(B동),20211123
조천읍,안나의정원,제주특별자치도 제주시 조천읍 함덕14길 38,20211123
조천읍,나무와바다,제주특별자치도 제주시 조천읍 함덕27길 9,20211123
조천읍,함덕 아지트 게스트하우스,제주특별자치도 제주시 조천읍 신북로 643,20211123
조천읍,제주신촌돌집독채민박,제주특별자치도 제주시 조천읍 신촌5길 30,20211123
조천읍,제주베스트힐,"제주특별자치도 제주시 조천읍 남조로 2109-38, B동 2층",20211123
조천읍,소박한바당쉼터,제주특별자치도 제주시 조천읍 북촌북길 45-8,20211123
조천읍,바다숨소리,제주특별자치도 제주시 조천읍 신촌북3길 53,20211123
조천읍,뭉클2,제주특별자치도 제주시 조천읍 북촌북길 17-1 제다동호,20211123
조천읍,캡틴제주,제주특별자치도 제주시 조천읍 신촌3길 37,20211123
조천읍,뭉클,제주특별자치도 제주시 조천읍 북촌북길 17-1 제가동호,20211123
조천읍,뮤즈,제주특별자치도 제주시 조천읍 함대로 75-12,20211123
조천읍,오드리하우스,제주특별자치도 제주시 조천읍 중산간동로 801-1,20211123
조천읍,함덕은서네,제주특별자치도 제주시 조천읍 신북로 656,20211123
조천읍,다몰,제주특별자치도 제주시 조천읍 함덕27길 32-6,20211123
조천읍,다몰II,제주특별자치도 제주시 조천읍 함덕27길 32-8,20211123
조천읍,피스테라 클래식,제주특별자치도 제주시 조천읍 신촌5길 50,20211123
조천읍,씨에코비치,제주특별자치도 제주시 조천읍 신흥관전길 89-5,20211123
조천읍,우리희망이 게스트하우스,제주특별자치도 제주시 조천읍 신흥관전길 60-1,20211123
조천읍,신촌댁네,제주특별자치도 제주시 조천읍 신촌9길 53,20211123
조천읍,제주키즈풀빌라 나무와 아이,제주특별자치도 제주시 조천읍 비자림로 699-53,20211123
조천읍,다니엘하우스,제주특별자치도 제주시 조천읍 와흘고1길 12,20211123
조천읍,스위스마을114동,"제주특별자치도 제주시 조천읍 함와로 566-27, 114동",20211123
조천읍,G.B.하우스,제주특별자치도 제주시 조천읍 종인내길 335-144,20211123
조천읍,스위스마을105동,제주특별자치도 제주시 조천읍 종인내길 335-144,20211123
조천읍,스위스마을101동,"제주특별자치도 제주시 조천읍 함와로 566-27, 101동",20211123
조천읍,조천댁,제주특별자치도 제주시 조천읍 조천7길 19-17,20211123
조천읍,아리,제주특별자치도 제주시 조천읍 선교로 546,20211123
조천읍,명상가의집,제주특별자치도 제주시 조천읍 중산간동로 1513-54,20211123
조천읍,숲골,제주특별자치도 제주시 조천읍 선교로 211-19,20211123
조천읍,스위스마을113동,"제주특별자치도 제주시 조천읍 함와로 566-27, 113동",20211123
조천읍,해밀하우스,제주특별자치도 제주시 조천읍 신흥로 1-3,20211123
조천읍,마스터스롯지,제주특별자치도 제주시 조천읍 와흘로 84,20211123
조천읍,함덕등대,"제주특별자치도 제주시 조천읍 조함해안로 441, 2층",20211123
조천읍,야호비치하우스,제주특별자치도 제주시 조천읍 조함해안로 582 2층,20211123
조천읍,스테이3355,제주특별자치도 제주시 조천읍 북선서길 246,20211123
조천읍,메종드쁘띠,제주특별자치도 제주시 조천읍 조천북1길 28,20211123
조천읍,까사델마마223,제주특별자치도 제주시 조천읍 신촌서5길 99-1,20211123
조천읍,토브집,제주특별자치도 제주시 조천읍 신촌10길 20-5,20211123
