name,addr,intro,tag,facility
제주 화양연화애월펜션,제주특별자치도 제주시 애월읍 상귀장수물길 58-41,2022년 9월 신규 리모델링 / 전객실 스타일러 / 빔프로젝터 / 마샬스피커 / 턴테이블 / 정수기 / 청소기 / 객실내 무료 Wi-Fi [숙소소개]애월에 22년 9월에 신규 오픈한 독채 숙소 화양연화입니다.저희 숙소의 이름처럼 묵고 가시는 손님들에게 인생에서 가장 아름답고 행복한 시간을 선사할 수 있도록 운영 관리하고 있습니다.**기준 인원(2명) 외 추가 인원 요금은 현장에서 결제해주셔야합니다:)** 최대 인원(4명)을 초과하는 입실은 절대 불가합니다. 지속 가능한 숙소 운영을 위해 결정한 사안이오니 반드시 지켜주시길 바랍니다.[주변관광지]ㅁ 아르떼뮤지엄ㅁ 새별오름ㅁ 협재해수욕장ㅁ 한담투명카약ㅁ 곽지과물해수욕장ㅁ 한라산국립공원,"주차가능
해수욕장인근
와이파이",IPTV/WiFi주차가능해수욕장인근
서귀포 해쉴펜션,제주특별자치도 서귀포시 안덕면 난드르로 80-35,"대지 150평, 건물 48평 (침실3,거실2,화장실2,테라스2) / 럭셔리 독채펜션/ 오션뷰/ 마운틴뷰/ 자연경관지구[숙소소개]서귀포 바닷가 마을 대평리, 기암 절벽 박수기정 능선 아래 자리잡은 해쉴은 오직 한 팀만을 위한 쉼의 공간입니다.[바베큐장]자연보존지역내의 목조주택으로 안전상의 이유로 바베큐 시설을 운영하고 있지 않으니 양해 부탁드립니다.","주차가능
계곡인접
와이파이",IPTV/WiFi주차가능계곡인접
서귀포 크라운캐슬펜션,제주특별자치도 서귀포시 표선면 가시로 219,"제주도 서귀포 표선해수욕장 인근에 위치한 크라운캐슬을 찾아주신 여러분께 감사드립니다.저희 크라운캐슬은 여러분의 건강을 위해 건축 골조를 포함한모든 시공 과정을 목조주택 건축시공 절차로 진행하였으며, 총 6개 동의 복층, 별층 구조로 구성되어 있습니다.제주에서만 느낄 수 있는 다양한 조경수와 현무암 돌담으로 둘러싸인 크라운캐슬은 샤인빌 골프장과 해비치 골프장이 주변에 위치하여 제주 관광과 함께 편리한 라운딩을 즐기실 수 있습니다.크라운캐슬은 항상 여러분과 소중한 만남을 기다리며 제주에서 특별하고 즐거운 추억을 가득 채워 가시도록 노력하겠습니다.","주차가능
개별바베큐
해수욕장인근
바베큐
노래방
복층구조
독채객실
매점/편의점
체험","개별바비큐● 이용 장소 : 객실 테라스나 정원▷ 숯+그릴 요금 : 3인기준 : 2만원 / 4인~9인 : 3만원 / 10인이상 : 4만원 입니다.▷ 음식과 재료는 각자 미리 준비하셔야 합니다.복층● 아동,유아 동반 시 안전에 유의하시길 바랍니다.독채객실노래방● 이동식 노래방 (객실에 설치)▷ 이용 요금 : 20,000원(3시간 기준)▷ 현지 운영 사정에 따라 노래방은 사용하지 못할 수 있습니다.바비큐장매점/편의점● 마트▷ 차량 5분거리에 마트가 있습니다.주차가능해수욕장인근● 표선 해수욕장▷ 펜션에서 거리 : 차량 5분거리체험● 체험▷ 감귤체험농장 : 펜션이용시 감귤체험농장을 이용하실 수 있습니다.(펜션바로앞에위치)"
제주 와흘리1798펜션,제주특별자치도 제주시 조천읍 와흘상서1길 34,안녕하세요. 제주 와흘리1798펜션입니다.,"스파/월풀/욕조
주차가능
야외수영장
객실금연","스파/월풀객실금연야외수영장넓은 잔디 마당과 수영장에서 함께 온 일행과 함께 추억을 쌓아보세요!주차가능펜션즐기기함덕해수욕장과 15분거리, 공항과 35분 거리에 위치하고 있어 접근성이 좋아 편리합니다."
서귀포 더루케테호텔,제주특별자치도 서귀포시 천지연로29번길 8,안녕하세요. 서귀포 더루케테호텔입니다. 더루케테호텔은 서귀포 시내 중심에 위치해있습니다.이중섭 거리 인근에 위치하여 관광하시기 좋습니다.,"주차가능
트윈베드
패밀리","트윈베드주차가능* 주차대수: 자체 6대가능, 자세한 주차안내는 호텔프론트로 연락처 알려주세요.패밀리펜션즐기기[주변관광지]·천지연폭포·이중섭거리·올레시장·중문관광단지·키티아일랜드·오설록"
제주 신촌2548펜션,제주특별자치도 제주시 조천읍 신촌북1길 7,"안녕하세요. 제주 신촌2548펜션입니다.조천읍 신촌리 조용한 마을 안에 있는 곳입니다~2층(2층 건물 중 2층만 전체 사용) 밤하늘도 잘 보이고, 별이 뜬 날에는 별도 잘 보여요⭐️5분 정도 걸어가면 마을 포구가 나오는데 방파제에 앉아 밤바다도 보면서 산책하며 바람 쐬기 좋아요~10분 정도 걸어가면 닭머르가 있는데 낮에 가도 밤에 가도 너무 예쁜 곳이에요. (노을이 질 시간에 가면 더욱더 예뻐요)함덕해수욕장, 삼양해수욕장도 가까운 곳이에요.그 외 차로 20분 정도 이동하면 에코랜드, 사려니숲길, 김녕해수욕장 등 제주 여행에서 가볼 만한 곳 도 있어요.주변에 편의점, 약국, 마트 등 편의시설은 잘 갖춰져 있어요.","주차가능
개별바베큐
와이파이
객실금연","개별바비큐● 바비큐 이용 안내▷ 바비큐 요금 : 15,000원▷ 이용 장소 : 개별 바비큐장▷ 구성 : 부탄가스, 그릴, 토치, 집게, 가위 대여 (고기, 숯, 번개탄 직접 준비)▷ 예약 : 미리 예약 문의▷ 현장 결제이며, 화재에 유의하시기 바랍니다.IPTV/WiFi● 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!▷ 사용 가능 객실 : 전 객실 이용 가능객실금연주차가능● 주차 가능(노상 주차)펜션즐기기● 반려견 절대 불가"
제주 여행과치유민박펜션,제주특별자치도 제주시 애월읍 고하상로 15-1,"저희 숙소는 제주시 애월에 조용하고 한적한 곳에 위치해 있으며연인 또는 가족과 함께 제주의 감성을 느끼며 조용히 쉬어 가실 수 있는프라이빗 독채 숙소입니다.영유아, 어린이 숙박은 가능하나 키즈 펜션이 아닙니다.","주차가능
독채객실
객실금연","독채객실객실금연주차가능● 펜션 내에 주차 가능한 공간이 있습니다.펜션즐기기● 주변 관광지▷ 애월 한담해변, 곽지해수욕장, 새별 오름, 납읍리 곶자왈, 하가리 연화지"
서귀포 엠제이펜션,제주특별자치도 서귀포시 안덕면 사계로 155,엠제이 펜션에 방문해 주시는 모든 분들께 행복이 함께하길 바랍니다.엠제이 펜션과 함께 당신의 생에 가장 환상적인 여행을 선물합니다.,"주차가능
수영장
해수욕장인근
바베큐
와이파이
패밀리","IPTV/WiFi● 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!수영장● 수영장 이용 안내▷ 운영 일자 : 7월 10일 ~ 8월 30일▷ 운영 시간 : 입실 후 ~ 21시까지▷ 복장 : 수영복▷ 어린이는 반드시 보호자 동반 시 이용이 가능합니다.▷ 아이들의 안전한 물놀이를 위해 보호자께서는 세심한 주의를 기울여 주시길 바랍니다.바비큐장● 바비큐 이용 안내▷ 이용 시간 : 17시 ~ 22시까지▷ 이용 장소 : 야외 바비큐장▷ 숯+그릴 요금 : 20,000원(4인 기준)▷ 자세한 사항은 펜션에 문의 바랍니다.주차가능패밀리해수욕장인근● 금모래 해수욕장 : 차량 5분 거리펜션즐기기● 등산로 및 산책로▷ 펜션 인근에 용머리 해안 산책로가 있습니다.▷ 펜션 인근에 송악산, 산방산 등산로가 있습니다.● 마트▷ 차량 10분 거리에 마트가 있습니다."
서귀포 제주머무리콘도형펜션,제주특별자치도 서귀포시 안덕면 평화로 437-10,서귀포 제주머무리콘도형펜션에 오신 것을 환영합니다.제주머무리삼양힐링팜은 제주스러움과 편안함을 느낄 수 있는 조용한 단독형 숙박시설로 나만의 여유로움과 힐링을 느낄 수 있는 귤 농장 내의 작은 올레길을 비롯해 자연친화적인 환경을 자연스럽게 접할 수 있는 곳입니다.,"주차가능
해수욕장인근
바베큐
와이파이","IPTV/WiFi● 전 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!바비큐장● 숯불 바비큐▷ 이용 시간 : 입실 후 ~ 22시까지▷ 이용 장소 : 야외 바비큐장▷ 숯+그릴 요금 : 20,000원(2인 기준) / 사전 예약 시 가능▷ 집게, 가위, 그루, 텃밭 야채 제공주차가능해수욕장인근● 용머리해수욕장▷ 펜션에서 거리 : 차량 15분 거리● 중문색달해수욕장▷ 펜션에서 거리 : 차량 20분 거리펜션즐기기● 체험▷ 특별 무료체험 : 모닥불에서의 감귤 구이(한시적 감귤 수확철 가능/사전 이용 알림)▷ 감귤 수확 철 귤 따기 체험 : 숙소 이용객에 한해 10% 할인 혜택(2kg)▷ 감귤 농장 체험(귤 수확 시간에만 가능/유료) : 6.06km● 주변 관광지▷ 조각 공원 : 4.72km▷ 오설록 : 4.87km▷ 우주 박물관 : 4.17 km▷ 영어마을 : 55.83 km▷ 신화역사공원 :3.15 km"
서귀포 행복나무펜션,제주특별자치도 서귀포시 남원읍 신례로 95,안녕하세요.서귀포 행복나무펜션입니다.,"주차가능
조식운영
바베큐
와이파이
복층구조
객실금연
식사가능
어메니티
커피숍","복층● 아동, 유아 동반 시 안전에 유의하시길 바랍니다.▷ 해당 객실 : 꿈꾸는 다락방IPTV/WiFi● 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!▷ 무료 와이파이 사용 가능객실금연어메니티● 청결한 객실 용품과 어메니티가 구비돼 있어 불편 없이 이용할 수 있습니다.바비큐장● 사랑하는 사람과 맛있는 바비큐 파티를 즐겨보세요!▷ 숯+그릴 요금 : 1인 기준 10,000원, 현장 결제▷ 웨버 그릴을 사용하는 바비큐 테라스 완비▷ TIP : 숯불을 이용한 바비큐 고기를 준비하실 때는 기름이 많은 삼겹살보다는 기름이 적고 두툼한 목살이 굽기에 용이합니다.객실과 분리돼 더욱 쾌적하게 이용할 수 있는 바비큐 테라스굽는 바비큐와 찌는 찜기의 장점을 결합한 웨버 그릴을 이용해풍미가 남다른 바비큐 파티를 즐길 수 있습니다.카페● 펜션 1층에 카페 있습니다.조식서비스● 조식 6월부터 이용 가능합니다.식사가능● 펜션 1층에는 다양한 향토요리를 판매하는 전용식당 있습니다.주차가능펜션즐기기● 복층, 원룸, 투룸 여행 type에 맞춰 선택할 수 있는 다양한 객실이 준비돼 있습니다.● 주변 관광지▷ 쇠소깍▷ 성산일출봉▷ 천지연폭포▷ 주상절리▷ 중문 관광단지▷ 제주 여행에 빼놓을 수 없는 주요 관광지 인근에 위치해 편리한 관광과 휴양을 즐길 수 있습니다."
서귀포 천제연휴양펜션,제주특별자치도 서귀포시 천제연로 131-7,"천제연 휴양펜션은 제주에서도 가장 아름답고 주변관광지와 편의 시설이 제일 잘 갖추어진 중문관광단지 내에 위치한 신축 휴양펜션입니다.천제연 폭포를 비롯하여 중문해수욕장, 여미지식물원, 샹그릴라요트 등 중문관광단지 내에 위치한 모든 관광지를 도보로 관람이 가능합니다.특히 다양한 부대시설은 제주여행에 또 다른 추억을 선사할 것 입니다.","주차가능
해수욕장인근
바베큐
와이파이","IPTV/WiFi· 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!바비큐장※사전예약 필수, 21시 이후 그릴대여 불가)· 이용 시간 : 17시 ~ 22시까지 (사전예약 필수, 21시 이후 그릴대여 불가)· 이용 장소 : 실내 바베큐장· 구성 : 숯+그릴+식기※ 숯+그릴 요금 : 4인기준 20,000원(기준인원 초과시 인당5천원-현장결제)주차가능해수욕장인근[ 해 수 욕 장 ]· 차량 5분 거리에 중문색달해수욕장이 있습니다.펜션즐기기[ 등 산 로 및 산 책 로 ]· 펜션 인근에 산책로가 있습니다.· 제주 올레길 8코스[ 인 근 슈 퍼 ]· 펜션 인근에 마트가 있습니다.(도보 1분내)[ 인 근 대 표 관 광 지 ]· 여미지식물원 (차량 5분 거리) / 중문색달해수욕장 (차량 5분 거리) / 천제연폭포 (도보 5분 거리) / 테디베어뮤지엄 (차량 5분 거리)[ 기 타 사 항 ]· 펜션에서 체험농장을 운영합니다.(감귤농장)"
제주 풍차와노을2호펜션,제주특별자치도 제주시 한경면 한경해안로 474-26,"안녕하세요. 제주 풍차와노을2호펜션입니다.여러 가족이 독채로 이용하실 수 있는 독채펜션입니다.옛날에 추석, 설날에 가족이 모여서 덕담 나누면서 이야기꽃을 피웠듯이 옛 생각 하시며 이야기꽃을 피우면서 추억에 젖어보세요.","주차가능
오션뷰
수영장
바베큐
복층구조
객실금연
매점/편의점","복층바다전망객실금연● 전 객실 금연입니다.수영장● 수영장 이용 안내▷ 이용 기간 : 6월~9월▷ 이용 요금 : 30,000원▷ 직접 물을 받아서 이용 가능바비큐장● 바비큐 이용 안내▷ 이용 요금 : 30,000원▷ 현장 결제▷ 이용 시간 : 18:00~22:00▷ 사전 예약 필수▷ 21시 이후에는 그릴 대여가 불가합니다.▷ 바비큐 시설은 제공, 별도 음식물은 제공하지 않습니다.▷ 바비큐장은 실외에 있으며, 냄새가 심한 음식은 야외 조리 부탁드립니다.매점/편의점● 차량 5분 거리에 농협 하나로마트가 있습니다.주차가능"
서귀포 터무니하우스펜션,제주특별자치도 서귀포시 상예로 51-6,"사계절 아름다운 환상의 섬 제주 최남단 서귀포 예래동에 위치한 깨끗한 공기와 푸르른 바다, 자연과 함께하는 힐링 펜션 터무니하우스입니다.","주차가능
해수욕장인근
바베큐
와이파이
독채객실","독채객실IPTV/WiFi● 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!▷ 사용 가능 객실 : 전 객실 이용 가능바비큐장● 사랑하는 사람과 맛있는 바비큐파티를 즐겨보세요 !▷ 이용 시간 : 18시 ~ 22시까지▷ 이용 장소 : 공용 바비큐장▷ 숯+그릴 요금 : 20,000원(1set 기준)주차가능● 펜션 내에 주차 가능한 공간이 있습니다.▷ 1대 가능합니다.해수욕장인근● 차량 10분 거리에 중문해수욕장이 있습니다.펜션즐기기● 귤농장 체험▷ 펜션 내에서 귤체험이 가능합니다.▷ 체험을 원하시면 펜션에 미리 예약 바랍니다.● 인근 마트▷ 도보 3분 거리에 작은 마트가 있습니다.● 대표 관광지▷ 중문관광단지▷ 여미지식물원▷ 천제연폭포▷ 중문해수욕장▷ 테디베어뮤지엄"
제주 푸르다오션풀빌라,제주특별자치도 제주시 한림읍 월령3길 39,제주도 서쪽 월령 선인장 마을에 자리한 제주 푸르다오션풀빌라입니다.선인장 마을이라는 독특한 이름만큼 마을 이곳저곳 야생 선인장을 쉽게 찾아볼 수 있으며 마을 내에 선인장과 바다 사이 이쁜 해안산책로를 즐겨보세요.전 객실 아름다운 오션뷰와 숙소 앞 바로 떨어지는 선셋을 감상하실 수 있습니다.항상 청결한 모습으로 친절하게 맞이하겠습니다.관심 가져주셔서 감사합니다.,"주차가능
개별바베큐
수영장(온수/미온수)
풀빌라
해수욕장인근
와이파이
독채객실
객실금연","개별바비큐● 숯불 바비큐 안내▷ 이용 금액 : 30,000원▷ 야외 특성상 기상상황에 따라 불가능할 수도 있는 점 참고해 주세요.독채객실IPTV/WiFi객실금연풀빌라수영장(온수/미온수)● 수영장 이용 안내▷ 여름철 이외 수영장 미온수 가동▷ 이용 금액 : 무료▷ 온수는 고정 온도로 유지되며, 온도를 조정하기는 어렵습니다.주차가능해수욕장인근● 해수욕장▷ 협재해수욕장▷ 금능해수욕장펜션즐기기● 펜션 동 프런트 내 매점 운영▷ 각종 음료, 주류, 스낵, 소품, 와인, 소품 등● 프런트에서 전동 킥보드, 자전거 대여(유료)● 초보용 낚싯대 대여▷ 객실당 1대씩 무료 대여이며, 추가 대여 시 추가 요금 발생▷ 채비, 미끼 판매● 여름철에 스노클링, 구명조끼 유료 대여● 주변 관광지▷ 판포포구▷ 금오름▷ 오설록▷ 신창풍차해안도로▷ 차귀도▷ 한림공원▷ 비양도▷ 올레길14코스▷ 월령선인장군락지"
제주 시아하우스협재점독채펜션,제주특별자치도 제주시 한림읍 협재로 210-97 13동,"2박이상 / 키즈펜션 / 키즈프렌들리 / 독채 / 개별바비큐 / 객실내 무료 Wi-Fi / 해수욕장 도보 이동가능 [숙소소개]*2박이상 예약가능합니다*협재리에 위치한 독채키즈펜션 '시아하우스' 입니다.어린아이들과 같이 편안시간을보낼수있습니다[야외바베큐]- 제공품목 : 숯, 그릴 세트- 이용요금 : 20,000원(현장결제)- 이용시간 : 입실시 ~ 21:00- 현장결제[주변관광지]협재해수욕장, 금능해수욕장, 금오름, 한림공원, 더마파크, 제주월령리선인장군락, 그리스신화박물관, 액티브파크 제주, 문도지오름, 정물오름, 금능식물원, 트릭아이미술관","주차가능
해수욕장인근
와이파이
복층구조
독채객실",복층독채객실IPTV/WiFi주차가능해수욕장인근
제주 하도포시즌스펜션,제주특별자치도 제주시 구좌읍 하도15길 153-5,주차가능해수욕장인근와이파이복층구조,error,error
제주 연북정연가펜션,제주특별자치도 제주시 조천읍 조천북1길 11-1,"안녕하세요. 제주 연북정연가펜션입니다.저희 숙소는 올레 18코스가 지나가는 조용한 조천포구에 바다가 보이는 3층 건물로서 조용하고, 고즈넉한 조천리에 자리하고 있어요.전국에서 프라이빗 감성공간 힐링을 필요로 하는 게스트분들이 많이 찾는 숙소랍니다.바다와 맞닿은 테라피 정원 자쿠지를 즐기며 편안한 힐링 하실 수 있어요.무엇보다 주변에 각종 편의시설이 근거리에 있어 생활이 편리하고, 지내보시면 정말 만족하실 거예요!특히 제주공항, 제주항과 가깝고 주변에 함덕해수욕장, 신흥해수욕장, 서우봉, 사려니숲길, 교래자연휴양림, 에코랜드 등산과 들, 바다가 가깝고 아이들과 함께할 수 있는 테마파크, 박물관도 많이 있답니다.또한 다이슨 에어랩, 다이슨 슈퍼 소닉 드라이어 2대와 드롱기, 네스프레소, 캡슐커피, 마샬엑톤2 블루투스 스피커와 보랄 에어프라이 그릴 등각종 편의시설이 잘 되어있어 특히 여성분들에게 인기가 더욱 좋답니다.곳곳에 감성 넘치는 소품들과 제 아내가 그린 제주 감성 가득한 그림들도 감상하시면서 즐기실 수 있어요~서울 유명 건축회사 포머티브 건축 설계의 독특하고, 세련된 3층 독채펜션!30여 종의 허브가 있는 테라피 정원 바다와 맞닿은 자쿠지 즐기며 힐링하세요~","스파/월풀/욕조
주차가능
바베큐
독채객실
객실금연","스파/월풀● 야외 욕조 - 무료독채객실객실금연바비큐장● 바비큐 시설 - 무료▷ 숯과 번개탄 및 음식, 양념은 직접 준비▷ 석쇠, 토치, 집게, 가위, 바비큐 그릴은 무상 제공주차가능"
서귀포 조은하우스펜션,제주특별자치도 서귀포시 중산간서로 253-12,안녕하세요! 조은하우스펜션입니다.,"주차가능
바베큐
독채펜션
와이파이
독채객실
매점/편의점","독채펜션독채객실IPTV/WiFi● 전 객실 WiFi 이용 가능합니다.바비큐장● 바비큐 이용 요금 : 15,000원매점/편의점● 차로 10분 거리에 이마트가 있습니다.주차가능펜션즐기기● 주변 관광지▷ 엉또폭포▷ 제주 올레길 7코스▷ 서건도▷ 브이티스파"
제주 플루메리아민박,제주특별자치도 제주시 애월읍 애월해안로 476,"인냥하세요. 제주 플루메리아민박입니다.속명의 플루메리아는 프랑스의 식물학자 Charles Plumier의 이름에서 비롯되었습니다.줄기는 다육질 식물로 굵고 높이는 2~5m 정도 자라며 우리나라에서는 1~2m정도 자랍니다.꽃잎은 난형이고 흰색 또는 붉은색으로 중심부는 황색이 나며 향기가 있습니다.꽃은 4계절 계속해서 피며 하와이에서는 훌라 댄서들이 목이나 머리에 장식하는데 흰 꽃은 기혼녀, 붉은 꽃은 처녀를 상징합니다.","스파/월풀/욕조
주차가능
수영장
객실금연
수화물보관","스파/월풀● 스파/월풀(3층 E타입만 해당됩니다.▷ 입욕제 사용 불가 합니다.객실금연수영장● 이용시간▷ 수영장은 09:00~21:00까지 운영합니다.▷ 수영장 운영기간은 7월부터 8월까지입니다.● 이용안내▷ 수영장은 가로 7m, tpfh 4m, 최대수심 1.2m입니다.▷ 수영장 테라스에서는 음식섭취, 음주는 자제해주세요.▷ 수영장 안전사고 예방을 위해서 어린이들이 이용 시 반드시 부모님께서 동반하셔야 됩니다.(최대수심 1.2m)▷ 별도의 안전요원이 배치되어 있지 않으므로 안전사고에 각별히 주의해 주셔야 됩니다.▷ 수영장 주변에서 뛰거나 다이빙, 음주수영은 절대불가합니다.주차가능수화물보관● 짐보관을 셀프로 배정될 건물 1층 복도에 하실수 있습니다.▷ 체크인 전, 체크아웃 후 짐보관을 원하시는 고객님들은 이용일 오전 배정될 건물을 문의 안내 받으신 후 이용하시면 됩니다.(건물 외부 CCTV운영중)펜션즐기기● 유의 사항▷ 우리 펜션은 예약인원 외 외부 지인의 방문, 초대를 엄격히 금지하고 있습니다.▷ 펜션은 거주공간이 아닌 다중이 단기간 이용하는 숙박시설임을 양해 부탁드립니다.▷ 실내에서는 금연이며 흡연은 외부 주차장 및 펜션 앞 길건너편을 이용해 주세요.▷ 다음 손님을 배려하는 마음으로 협조 부탁드립니다. (위반시 특별청소기 10만원 청구)▷ 추가 침구(싱글요세트)는 30,000원/ 1채(3박 단위, 17시까지 신청필수)에 제공되며,▷ 지급규정(최대 1인 1박 2장)을 초과한 추가 일반타월은 장당 500원, 바스타월은 1,500원에 재공되며 준비를 위해서 17시까지 요청 주시기 바랍니다.▷ 4박이상 숙박시 무료 재실청소를 1회 해드립니다.(이용 원하시는 날의 하루전 21시까지 신청)"
서귀포 도라미펜션,제주특별자치도 서귀포시 일주동로 8215,"유명 관광지가 인근에 자리하고 있으며 차량 10분이내에 마트, 유명 맛집등이 있으며 서귀포 축구 공원(도보 3분)등이 있어 간단한 운동도 할 수 있는 최적의 장소 입니다.제주의 푸른 밤 하늘과 반짝이는 별들을 품고 단꿈을 꿀수 있는곳, 사랑하는 사람, 소중한 추억, 편안한 휴식을 가질수 있도록 저희 도라미 펜션을 찾아주시는 모든 분들이 이 곳에서 아름다운 추억을 가지고 갈 수 있도록 최선을 다하겠습니다.","주차가능
조식운영
바베큐","바비큐장· 야외 바비큐장 이용 시 4인 기준 20,000원 입니다.· 우천 시 실내 바비큐장을 이용하실 수 있습니다.조식서비스· 입실자 전원에게 조식 무료 서비스를 진행하고 있습니다.주차가능펜션즐기기[주변관광지]· 쇠소깍· 서귀포 감귤 박물관· 치유숲길· 정방폭포· 올레시장· 천치연폭포· 휴애리· 솔오름· 제제기오름"
제주 풍차와노을펜션,제주특별자치도 제주시 한경면 한경해안로 474-26 B동,"안녕하세요.제주 신창리 바닷가, 깔끔하고 편안한 가족 독채펜션입니다.","주차가능
개별바베큐
독채객실
객실금연
투어","개별바비큐● 바비큐 이용 안내▷ 이용 요금 : 30,000원▷ 현장 결제▷ 이용 시간 : 18:00~22:00▷ 4인용 테이블 2SET와 대형 숯불 그릴이 준비되어 있습니다.▷ 사전 예약 필수▷ 21시 이후에는 그릴 대여가 불가합니다.▷ 기상 상태에 따라 사전 예고 없이 이용이 취소될 수 있으니 양해 바랍니다.▷ 테이블이 위치한 곳에서 이용하시고 화재에 유의하시기 바랍니다.독채객실객실금연주차가능투어● 주변 관광지▷ 신창풍차해안도로▷ 협재해수욕장▷ 항공우주박물관▷ 차귀도▷ 한림공원▷ 뽀로로 테마파크▷ 수월봉▷ 송악산▷ 올레12코스▷ 오설록티뮤지엄▷ 서커스월드▷ 세계자동차&피아노박물관▷ 산방산유람선"
제주 오월의작약펜션,제주특별자치도 제주시 조천읍 선교로 28-14,안녕하세요. 제주 오월의작약펜션입니다.,"애견동반
주차가능
바베큐
와이파이
독채객실
객실금연
찜질방","독채객실IPTV/WiFi● 와이파이 무료제공객실금연찜질방● 황토 찜질방 무료제공▷ 황토방 이용 시는 본인이 직접 불 피우기 아니면 미리 예약 부탁드립니다.바비큐장● 야외 바비큐장 1인 10,000원● 텃밭 야채 제공반려동물● 애견 동반 이용 안내▷ 강아지는 방안에는 절대 금지▷ 세탁실에 별도 공간 이용 가능함▷ 이용료는 입실 이후 현금으로 20,000원주차가능펜션즐기기● 안마의자 제공"
서귀포 더혜윰독채펜션,제주특별자치도 서귀포시 예래로68번길 107,주차가능해수욕장인근와이파이복층구조독채객실,error,error
서귀포 순똘어멍펜션,제주특별자치도 서귀포시 안덕면 덕수서로163번길 40,3월에 오픈한 이쁘고 아담한 순똘어멍입니다.전체적으로 아기자기한 인테리어로 최선을 다해 준비했는데 게스트분들께서 좋아해 주셨으면 바람입니다.주위에는 신화역사 공원. 송악산. 사계 바다.산방산. 산방산 탄산온천. 모슬포(횟집들) 우리들 마트. 오설록 녹차밭. 코끼리랜드. 조각 공원. 화순금모래해변. 곶자왈 화덕피자. 생각하는 정원. 카멜리아힐.용머리해안. 이니스프리 제주 하우스. 스타벅스. 마노를 블랑. 제주 우주항공 박물관. 제주신화 월드 테마파크. 노리며. 성이시돌 센터. 군산 오름. 새별 오름. 대정읍에 위치한 홍성방 중화요리. 마린파크 동물원. 갯깍주상절리.성이시돌목장.중문관광단지등.반경 2km에서 10km 내외가보실 수 있는 먹거리 볼거리가 즐비해 있습니다.즐겁고 행복하고 건강한 제주여행이 되셨으면 좋겠습니다.,"주차가능
바베큐
와이파이
복층구조
독채객실","복층● 아동, 유아 동반 시 안전에 유의하시기 바랍니다.독채객실● 프라이빗한 객실에서 사랑하는 가족이나 친구와 함께 행복을 찾아보세요.IPTV/WiFi● 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!▷ 사용 가능 객실 : 전 객실 이용 가능바비큐장● 사랑하는 사람과 맛있는 바비큐파티를 즐겨보세요 !▷ 이용 장소 : 객실 옆▷ 이용 시간 : 입실 시 ~ 22시까지▷ 이용 요금 : 2인기준 20,000원 (숯,부탄가스,1회용 불판,목장갑)▷ 예약 : 숯 제공을 원하실 경우 미리 연락 부탁드립니다.▷ 이용 시 유의사항 : 화재주의, 현장결제주차가능● 펜션 내에 주차 가능한 공간이 있습니다.▷ 주차 가능 대수 : 최대 2대펜션즐기기● 주변광광지▷ 산방산 : 4.29km▷ 송악산 : 8.13km▷ 형제섬 : 5.21km▷ 화순금모래해수욕장/담수수영장 : 4.66km▷ 오설록티뮤지엄 : 5.70km▷ 상기 안내된 거리는 자동차 기준으로 표기된 점 참고 바랍니다."
제주 나비스호스텔,제주특별자치도 제주시 애월읍 애월해안로 885,공항에서 15분 거리의 애월해안도로 입지한 나비스호스텔입니다.아름다운 애월해안도로와 애월해안의 오션뷰와 석양을 감상할 수 있으며주변 유명카페와 식당이 도보거리로 즐비하게 위치하고 있습니다.전 객실 취사 불가 합니다.전 객실 영유아 포함하여 추가 인원 불가합니다.최대 인원 추가 시 투숙 불가 합니다.(침구류 지원 안됨),주차가능,주차가능
